,url,Connecteur clavier,Matériaux,Webcam,Diagonale,Autofocus,Induction,Navigateur par défaut,Amovible,Compatible Flash Player,Bluetooth,Appareil photo,Boutique d'apps,Appel téléphonique,Fréquence,Capteur d'empreinte,4G,VGA,Couleur(s),USB,DisplayPort,Miracast,Puce graphique,Avec emplacement,Compatible,Verrou Kensington,Capteur de luminosité,Cellules,Haut-parleurs,Capacité W/h,Ethernet,Résistance aux chutes,Dalle,Applications,Prix public,Anti-rayures,Gyroscope,Béquille ajustable,Luminosité,Tactile,Lecteur de carte SD,Processeur,Accéléromètre,Résistance à la poussière,Système,64 bits,Béquille arrière,Infrarouge,Date,HDMI,Inclus,NFC,Qualité vidéo,Référence,GPS,Prise casque,Résolution,Angle de vue,Mémoire (RAM),Puce TPM,Capteur de proximité,Flash LED,Marque,Poids,DisplayPort Thunderbolt,Disque dur,Gamme,Airplay,Autonomie,3G,Résistance à l'eau,Interface constructeur,Wifi,PPI,Temps de charge,H x L x P,Magnétique,Widi,Optionnel,Capacité mAh,Anti-reflet,Lecteur de carte à puce (Smart Card),Firewire,Gravure,Puce graphique dédiée,Delta E,Lecteur d'empreintes digitales,Puce graphique intégrée,Connecteur pour dock,Port série,Taille,Pavé numérique,Flash Player,Contraste,Clavier rétroéclairé,Trackpoint,Système d'exploitation,Lecteur DVD,Emplacement,Cache,Dimensions,4G / LTE,Composition,Touchpad,Type de dalle,Navigateur,Wireless Display (Widi),PDT max.
product_578f787a0a086d53288b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux310ua-gl204t.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.3 à 2.8 GHz,,,Non,Argent,2 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Non,Oui,3 cel.,Haut-parleurs stéréoHarman Kardon,48 W/h,Non,Non,,Microsoft Office 365 (1 mois d'essai),"999,00€",Non,Non,,250 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Non,Non,,Oui,,Non,20/07/2016,HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,UX310UA-GL204T,Non,Oui,1920 x 1080 pixels,-,4 Go - DDR4(2133 MHz),Non,Non,Non,Asus,1.45 kg,Non,500 Go (5400 tr/min)128 Go (SSD),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,166 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,3 Mo,323 x 223 x 18.4 - 19 mm,Non,Aluminium,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_5790c75c0a086dc1338b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-r540lj-dm173t.html,,,0.3 MPx,,Non,Non,,Oui,,4.0,Non,Windows Store,,2 x 1.7 GHz,,,Oui,Rouge,1 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréo (2W)SonicMaster Sound,33 W/h, 100 / 1000 Mbps,Non,,ASUS AI RecoveryASUS Live UpdateSuper NoteWorld ClockSkypeFresh PaintWindows Essential 2012Adobe ReaderOffice TransiteManualInstant On,"499,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC,Intel Core i3-4005U,Non,Non,,Oui,,Non,21/07/2016,HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non, R540LJ-DM173T,Non,Oui,1920 x 1080 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,2 kg,Non,1000 Go (5400 tr/min),Haswell 2013 (x86),Non,4h00,Non,Non,Non,802.11 b/g/n,141 ppp,-,,Non,,-,-,Non,Non,Non,22 nm,Nvidia GeForce 920M,-,Non,Intel HD Graphics 4400200 - 950 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,381 x 252 x 27.2 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5790c7ec0a086dc3338b4567,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-es1-331-c6sr.html,,,0.3 MPx,,Non,Non,,Non,,Non,Non,Windows Store,,2 x 1.6 à 2.16 GHz,,,Non,Blanc,1 x USB 2.01 x USB 3.0,Non,Non,,,Non,Oui,Oui,3 cel.,Haut-parleurs stéréo,37.7 W/h, 100 / 1000 Mbps,Non,,Microsoft Office 2013 version d'évaluation,"349,00€",Non,Non,,285 cd/m²,Non, SD / SDHC,Intel Celeron N3050,Non,Non,,Oui,,Non,21/07/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,ES1-331-C6SR,Non,Oui,1366 x 768 pixels,-,2 Go - DDR3L(1600 MHz),Non,Non,Non,Acer,1.5 kg,Non,500 Go (5400 tr/min),Braswell 2015 (x86),Non,5h30,Non,Non,Non,802.11 b/g/n,118 ppp,-,,Non,,-,3200 mAh,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics (Braswell)320 - 600 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,454:1,Non,Non,Windows 10 Famille,Non,Non,2 Mo,327 x 228 x 20.7 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,6 W
product_5790c8510a086dc1338b4568,http://www.comparez-malin.fr/informatique/pc-portable/asus-rog-gl502vy-fy032t.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,4 x 2.6 à 3.5 GHz,,,Non,Noir,3 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2),Mini DisplayPort,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoBang & Olufsen,64 W/h, 100 / 1000 Mbps,Non,,Microsoft Office 365 (version d'essai gratuite de 30 jours),"1 899,00€",Non,Non,,300 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i7-6700HQ,Non,Non,,Oui,,Non,22/07/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,GL502VY-FY032T,Non,Oui,1920 x 1080 pixels,178°,8 Go - DDR4(2133 MHz),Oui,Non,Non,Asus,2.2 kg,Non,1000 Go (5400 tr/min)256 Go (SSD),Skylake 2015 (x86),Non,6h00,Non,Non,Non,802.11 b/g/n/ac,141 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce GTX 980M,-,Non,Intel HD Graphics 530350 - 1050 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,6 Mo,389 x 266 x 23.5 mm,Non,Aluminium,Oui,LCD - IPS,Microsoft Edge,Oui,45 W
product_5790c94b0a086dc3338b4568,http://www.comparez-malin.fr/informatique/pc-portable/asus-n752vx-gc270t.html,,,1.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,4 x 2.6 à 3.5 GHz,,,Non,Gris champagne,3 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Thunderbolt,Mini DisplayPort,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoBang & Olufsen,48 W/h, 100 / 1000 Mbps,Non,,Asus WebstorageAsus cloud servicesMyBitCast appSonicMaster Premium,"1 299,00€",Non,Non,,300 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i7-6700HQ,Non,Non,,Oui,,Non,03/09/2016,HDMI 1.4,ManuelAdaptateur secteurCaisson de basse,Non,Non,N752VX-GC270T,Non,Oui,1920 x 1080 pixels,178°,8 Go - DDR4(2133 MHz),Non,Non,Non,Asus,2.7 kg,Non,1000 Go (5400 tr/min)256 Go (SSD),Skylake 2015 (x86),Non,-,Non,Non,Non,802.11 b/g/n/ac,127 ppp,-,,Non,,-,3200 mAh,Oui,Non,Non,14 nm,Nvidia GeForce GTX 950M,-,Non,Intel HD Graphics 530350 - 1050 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Oui,Non,6 Mo,415 x 280 x 18 - 33.2 mm,Non,Aluminium,Oui,LCD - IPS,Microsoft Edge,Oui,45 W
product_5790ca2e0a086dc3338b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-x756uj-ty051t.html,,,0.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2.3 GHz,,,Oui,Blanc,2 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,2 cel.,Haut-parleurs stéréoSonicMaster Sound,38 W/h, 100 / 1000 Mbps,Non,,Microsoft Office 365 (1 mois d'essai),"619,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i3-6100U,Non,Non,,Oui,,Non,21/07/2016,HDMI 1.4,ManuelAdaptateur secteurSouris et sacoche,Non,Non,X756UJ-TY051T,Non,Oui,1600 x 900 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Asus,2.69 kg,Non,1000 Go (5400 tr/min),Skylake 2015 (x86),Non,4h00,Non,Non,Non,802.11 b/g/n,106 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Nvidia GeForce 920M,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,3 Mo,415 x 274 x 30.4 - 35.5 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5790cbde0a086d53288b456a,http://www.comparez-malin.fr/informatique/pc-portable/acer-predator-17-g9-792-792q.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,4 x 2.6 à 3.5 GHz,,,Non,Noir,4 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Thunderbolt,Oui,Non,,,Non,Oui,Oui,8 cel.,Haut-parleurs x 4 (12W)Dolby Audio Premium,88 W/h, 100 / 1000 Mbps,Non,,Acer CloudAcer Backup ManagerAcer ePower ManagementAcer Recovery ManagementMicrosoft Office 365 (un mois d'essai)McAfee Internet Security (un mois d'essai),"1 999,00€",Non,Non,,360 cd/m²,Non, SD / SDHC,Intel Core i7-6700HQ,Non,Non,,Oui,,Non,21/07/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,NX.Q0QEF.010,Non,Oui,1920 x 1080 pixels,178°,16 Go - DDR4(2133 MHz),Non,Non,Non,Acer,4.2 kg,Non,1000 Go (7200 tr/min)256 Go (SSD),Skylake 2015 (x86),Non,7h00,Non,Non,Non,802.11 b/g/n/ac,127 ppp,-,,Non,,-,6000 mAh,Oui,Non,Non,14 nm,Nvidia GeForce GTX 970M,-,Non,Intel HD Graphics 530350 - 1050 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Oui,Non,6 Mo,423 x 321.5 x 39.7 mm,Non,Plastique,Oui,LCD - IPS,Microsoft Edge,Non,45 W
product_5790cd5d0a086d53288b456b,http://www.comparez-malin.fr/informatique/pc-portable/acer-predator-17-g9-792-79g8.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,4 x 2.6 à 3.5 GHz,,,Non,Noir,4 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Thunderbolt,Oui,Non,,,Non,Oui,Oui,8 cel.,Haut-parleurs x 4 (12W)Dolby Audio Premium,88 W/h, 100 / 1000 Mbps,Non,,Acer CloudAcer Backup ManagerAcer ePower ManagementAcer Recovery ManagementMicrosoft Office 365 (un mois d'essai)McAfee Internet Security (un mois d'essai),"2 199,00€",Non,Non,,360 cd/m²,Non, SD / SDHC,Intel Core i7-6700HQ,Non,Non,,Oui,,Non,21/07/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,G9-792-79G8,Non,Oui,1920 x 1080 pixels,178°,16 Go - DDR4(2133 MHz),Non,Non,Non,Acer,4.2 kg,Non,1000 Go (7200 tr/min)128 Go (SSD)128 Go (SSD),Skylake 2015 (x86),Non,7h00,Non,Non,Non,802.11 b/g/n/ac,127 ppp,-,,Non,,-,6000 mAh,Oui,Non,Non,14 nm,Nvidia GeForce GTX 980M,-,Non,Intel HD Graphics 530350 - 1050 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Oui,Non,6 Mo,423 x 321.5 x 39.7 mm,Non,Plastique,Oui,LCD - IPS,Microsoft Edge,Non,45 W
product_5790d22a0a086dc3338b456a,http://www.comparez-malin.fr/informatique/pc-portable/asus-rog-gl752vw-t4416t.html,,,1.2 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,4 x 2.6 à 3.5 GHz,,,Non,Gris,2 x USB 2.01 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 1),Mini DisplayPort,Oui,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoSonicMaster Sound,48 W/h, 100 / 1000 Mbps,Non,,Office 365 (version d'essai gratuite limitée à 1 mois)McAfee Internet Security 2012 (version d'essai),"1 399,00€",Non,Non,,290 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i7-6700HQ,Non,Non,,Oui,,Non,02/09/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,GL752VW-T4416T,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR4(2133 MHz),Non,Non,Non,Asus,3 kg,Non,1000 Go (7200 tr/min)512 Go (SSD),Skylake 2015 (x86),Non,-,Non,Non,Non,802.11 b/g/n/ac,127 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce GTX 960M,-,Non,Intel HD Graphics 530350 - 1050 MHz,Non,Non,"17.3"" (43,94 cm)",Oui,Oui,-,Oui,Non,Windows 10 Famille,Oui,Non,6 Mo,415 x 270 x 32 mm,Non,AluminiumPlastique,Oui,LCD - TN,Microsoft Edge,Oui,45 W
product_5790d34e0a086dc3338b456b,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-v3-371-35qp.html,,,1.3 MPxAcer Crystal Eye HD,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 2 GHz,,,Non,Blanc,1 x USB 2.01 x USB 3.0 / Charging,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDolby Digital Plus,48 W/h, 100 / 1000 Mbps,Non,,Acer ExplorerAcer Power ManagementAcer UpdateAcer Identity CardAcer Recovery ManagementAcer CloudAcer GamesAcer ScreenGraspAcer ScrapboardMcAfee Internet Security SuiteMicrosoft Office 2013 (1 mois d'essai)SkypeMyWinLocker,"499,00€",Non,Non,,200 cd/m²,Non, SD / SDHC,Intel Core i3-5005U,Non,Non,,Oui,,Non,21/07/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,NX.MPFEF.104,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Acer,1.49 kg,Non,128 Go (SSD),Broadwell 2015 (x86),Non,7h00,Non,Non,Non,802.11 b/g/n/ac,118 ppp,-,,Non,,-,3220 mAh,Oui,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 5500300 - 900 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,406:1,Non,Non,Windows 10 Famille,Non,Non,3 Mo,327 x 228 x 19.6 mm,Non,AluminiumPlastique,Oui,LCD - TN,Microsoft Edge,Non,15 W
product_5790d4540a086dc1338b4569,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-532g-p9ul.html,,,1.3 MPxAcer Crystal Eye HD,,Non,Non,,Non,,4.0 (HS),Non,Windows Store,,4 x 1.6 à 2.56 GHz,,,Oui,Noir,1 x USB 2.02 x USB 3.0,Non,Non,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDolby Home Theater v4,37 W/h, 10 / 100 Mbps,Non,,Applications AcerMcAfee Internet Security (2 mois d'essai)Microsoft Office 2016 (1 mois d'essai),"499,00€",Non,Non,,200 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Pentium N3710,Non,Non,,Oui,,Non,06/09/2016,HDMI 1.4,ManuelChargeur secteur,Non,Non,NX.MZ1EF.006,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Acer,2.4 kg,Non,1000 Go (5400 tr/min),Braswell 2016 (x86),Non,5h00,Non,Non,Non,802.11 b/g/n/ac,100 ppp,-,,Non,,-,2520 mAh,Non,Non,Non,14 nm,Nvidia GeForce 920M,-,Non,Intel HD Graphics 405400 - 700 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,2 Mo,382 x 256 x 25 - 30 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,6 W
product_5790d6710a086dc1338b456a,http://www.comparez-malin.fr/informatique/pc-portable/dell-vostro-3559-11g85.html,,,1.0 MPx,,Non,Non,,Oui,,4.0,Non,,,2 x 2.3 à 2.8 GHz,,,Oui,Noir,2 x USB 2.01 x USB 3.0,Non,Oui,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréo,40 W/h, 100 / 1000 Mbps,Non,,Microsoft Office 365 (1 mois d'essai)McAfee Internet Security (1 mois d'essai),"549,00€",Non,Non,,220 cd/m²,Non, SD / SDHC / SDXC,Intel Core i5-6200U,Non,Non,,Oui,,Non,21/07/2016,Non,Chargeur secteurDocumentation,Non,Non,3559-11G85,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Dell,2.24 kg,Non,500 Go (5400 tr/min),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,100 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 7 Professionnel,Oui,Non,3 Mo,380 x 260.4 x 23.7 mm,Non,Métal,Oui,LCD - TN,Internet Explorer,Non,15 W
product_5790db040a086dc3338b456d,http://www.comparez-malin.fr/informatique/pc-portable/dell-vostro-3559-y1kvm.html,,,1.0 MPx,,Non,Non,,Oui,,4.0,Non,,,2 x 2.3 à 2.8 GHz,,,Oui,Noir,2 x USB 2.01 x USB 3.0,Non,Oui,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréo,40 W/h, 100 / 1000 Mbps,Non,,Microsoft Office 365 (1 mois d'essai)McAfee Internet Security (1 mois d'essai),"599,00€",Non,Non,,220 cd/m²,Non, SD / SDHC / SDXC,Intel Core i5-6200U,Non,Non,,Oui,,Non,21/07/2016,Non,Chargeur secteurDocumentation,Non,Non,3559-Y1KVM,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Non,Non,Non,Dell,2.24 kg,Non,1000 Go (5400 tr/min),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,100 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,AMD FirePro M4100,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"15.6"" (39,62 cm)",Oui,Oui,-,Non,Non,Windows 7 Professionnel,Oui,Non,3 Mo,380 x 260.4 x 23.7 mm,Non,Métal,Oui,LCD - TN,Internet Explorer,Non,15 W
product_5790dc290a086d53288b456d,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux310uq-gl055t.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.5 à 3.1 GHz,,,Non,Argent,2 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Non,Oui,3 cel.,Haut-parleurs stéréoHarman Kardon,48 W/h,Non,Non,,Microsoft Office 365 (1 mois d'essai),"999,00€",Non,Non,,250 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i7-6500U,Non,Non,,Oui,,Non,16/08/2016,HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,UX310UQ-GL055T,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR4(2133 MHz),Non,Non,Non,Asus,1.45 kg,Non,1000 Go (5400 tr/min)128 Go (SSD),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,166 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce 940MX,-,Non,Intel HD Graphics 520300 - 1050 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,4 Mo,323 x 223 x 18.4 - 19 mm,Non,Aluminium,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_5790df100a086d53288b456e,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux310uq-gl129t.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.3 à 2.8 GHz,,,Non,Argent,2 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Non,Oui,3 cel.,Haut-parleurs stéréoHarman Kardon,48 W/h,Non,Non,,Microsoft Office 365 (1 mois d'essai),"899,00€",Non,Non,,250 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Non,Non,,Oui,,Non,21/07/2016,HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,UX310UQ-GL129T,Non,Oui,1920 x 1080 pixels,-,8 Go - DDR4(2133 MHz),Non,Non,Non,Asus,1.45 kg,Non,500 Go (5400 tr/min)128 Go (SSD),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,166 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce 940MX,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,3 Mo,323 x 223 x 18.4 - 19 mm,Non,Aluminium,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_5790e08f0a086d73678b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux310uq-gl127t.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.3 à 2.8 GHz,,,Non,Argent,2 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Non,Oui,3 cel.,Haut-parleurs stéréoHarman Kardon,48 W/h,Non,Non,,Microsoft Office 365 (1 mois d'essai),"799,00€",Non,Non,,250 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Non,Non,,Oui,,Non,01/09/2016,HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,UX310UQ-GL127T,Non,Oui,1920 x 1080 pixels,-,4 Go - DDR4(2133 MHz),Non,Non,Non,Asus,1.45 kg,Non,500 Go (5400 tr/min),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,166 ppp,-,,Non,,-,-,Oui,Non,Non,14 nm,Nvidia GeForce 940MX,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,3 Mo,323 x 223 x 18.4 - 19 mm,Non,Aluminium,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_5790e1620a086d82678b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-zenbook-ux310ua-gl235t.html,,,1.3 MPx,,Non,Non,,Non,,4.1,Non,Windows Store,,2 x 2.3 à 2.8 GHz,,,Non,Argent,2 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Non,Oui,3 cel.,Haut-parleurs stéréoHarman Kardon,48 W/h,Non,Non,,Microsoft Office 365 (1 mois d'essai),"829,00€",Non,Non,,250 cd/m²,Non, SD / SDHC / SDXC / MMC,Intel Core i5-6200U,Non,Non,,Oui,,Non,21/07/2016,HDMI 1.4,Adaptateur secteurNotice et garantie,Non,Non,UX310UA-GL235T,Non,Oui,1920 x 1080 pixels,-,4 Go - DDR4(2133 MHz),Non,Non,Non,Asus,1.45 kg,Non,1000 Go (5400 tr/min)128 Go (SSD),Skylake 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,166 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 520300 - 1000 MHz,Non,Non,"13.3"" (33,78 cm)",Non,Oui,-,Oui,Non,Windows 10 Famille,Non,Non,3 Mo,323 x 223 x 18.4 - 19 mm,Non,Aluminium,Oui,LCD - TN,Microsoft Edge,Oui,15 W
product_579212be0a086d72678b4567,http://www.comparez-malin.fr/informatique/pc-portable/hp-14-am004nf.html,,,1.3 MPxHP TrueVision HD,,Non,Non,,Oui,,Non,Non,Windows Store,,2 x 1.6 à 2.48 GHz,,,Oui,Argent,2 x USB 2.01 x USB 3.0,Non,Oui,,,Non,Oui,Oui,4 cel.,Haut-parleurs stéréoDTS,41 W/h, 10 / 100 Mbps,Non,,HP LoungeMcAfee LiveSafe (abonnement 1 mois)CyberLink PowerBackupNetflixMicrosoft Office 365 (1 mois d'essai),"249,00€",Non,Non,,-,Non, SD / SDHC / SDXC,Intel Celeron N3060,Non,Non,,Oui,,Non,22/07/2016,HDMI 1.4,ManuelAdaptateur secteur,Non,Non,X8M94EA#ABF,Non,Oui,1366 x 768 pixels,-,4 Go - DDR3L(1600 MHz),Oui,Non,Non,HP,1.94 kg,Non,32 Go (SSD),Braswell 2016 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n,112 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics 400320 - 600 MHz,Non,Non,"14.0"" (35,56 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Oui,Non,2 Mo,345.4 x 241.5 x 23.9 mm,Non,Plastique,Oui,LCD - TN,Microsoft Edge,Non,6 W
product_5792138b0a086d22678b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-transformer-book-flip-tp200sa-fv0108ts.html,,,0.3 MPx,,Non,Non,,Non,,4.0,Non,Windows Store,,2 x 1.6 à 2.16 GHz,,,Non,Bleu,1 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),Non,Non,,,Non,Oui,Oui,2 cel.,Haut-parleurs stéréoSonicMaster Sound,38 W/h,Non,Non,,Microsoft Office 365 (1 an d'abonnement),"279,00€",Non,Non,,200 cd/m²,10 points,Micro  SD / SDHC / SDXC,Intel Celeron N3050,Oui,Non,,Oui,,Non,22/07/2016,Micro HDMI 1.4,ManuelAdaptateur secteur,Non,Non,TP200SA-FV0108TS,Non,Oui,1366 x 768 pixels,178°,2 Go - DDR3L(1600 MHz),Oui,Non,Non,Asus,1.2 kg,Non,32 Go (SSD),Braswell 2015 (x86),Non,8h00,Non,Non,Non,802.11 b/g/n/ac,135 ppp,-,,Non,,-,-,Non,Non,Non,14 nm,Non,-,Non,Intel HD Graphics (Braswell)320 - 600 MHz,Non,Non,"11.6"" (29,46 cm)",Non,Oui,-,Non,Non,Windows 10 Famille,Non,Non,2 Mo,297 x 201.3 x 18.45 mm,Non,Plastique,Oui,LCD - IPS,Microsoft Edge,Non,6 W
