,url,Poids,Puce TPM,Emplacement,Wifi,Marque,Bluetooth,Mémoire (RAM),Contraste,Webcam,Résistance à la poussière,Angle de vue,Compatible,Qualité vidéo,PPI,Gyroscope,3G,Connecteur pour dock,NFC,Navigateur,Trackpoint,Gravure,Miracast,Tactile,DisplayPort,VGA,Flash LED,Induction,DisplayPort Thunderbolt,Type de dalle,Processeur,Lecteur d'empreintes digitales,Lecteur de carte à puce (Smart Card),Anti-reflet,Fréquence,Dimensions,Luminosité,Gamme,PDT max.,Delta E,Airplay,Port série,Puce graphique dédiée,Capacité W/h,Prise casque,Système d'exploitation,Accéléromètre,Boutique d'apps,Cellules,Composition,Inclus,Autonomie,Firewire,4G / LTE,Cache,Lecteur de carte SD,Infrarouge,Anti-rayures,Magnétique,Capteur de proximité,Haut-parleurs,Ethernet,Interface constructeur,Capacité mAh,Temps de charge,Verrou Kensington,Flash Player,USB,HDMI,Autofocus,Wireless Display (Widi),Amovible,Lecteur DVD,Puce graphique intégrée,prix,Applications,Taille,Appareil photo,Couleur(s),Pavé numérique,64 bits,Résistance aux chutes,Optionnel,Disque dur,Résistance à l'eau,Résolution,Prix public,GPS,Date,Touchpad,Capteur de luminosité,Clavier rétroéclairé,Référence
product_57c8b932f8414039608b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-rog-g702vm-gc002t.html,2.73 kg,Non,Non,802.11 b/g/n/ac,Asus,4.1,8 Go - DDR4(2133 MHz),-,1.3 MPx,Non,178°,Non,Non,127 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,420 x 275 x 22 - 24.7 mm,300 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 1060,76 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Aluminium,Manuel Chargeur secteur,-,Non,Non,6 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster SoundBang & Olufsen,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.01 x USB 3.1 Type-C (Gen 2) / Thunderbolt,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"1 399,00 €",Microsoft Office 365 (version d'essai 1 mois),"17.3"" (43,94 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 699,00€",Non,02/09/2016,Oui,Oui,Oui,G702VM-GC002T
product_57c8bb35f8414033608b4569,http://www.comparez-malin.fr/informatique/pc-portable/hp-zbook-studio-g3-t7w01et.html,2 kg,Oui,Non,802.11 b/g/n/ac,HP,4.0,8 Go - DDR4(2133 MHz),-,1.3 MPxHD720p,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Internet Explorer,Oui,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6700HQ,Oui,Non,Oui,4 x 2.6 à 3.5 GHz,375 x 255 x 18 mm,300 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia Quadro M1000M,64 W/h,Oui,Windows 7 Professionnel,Non,,4 cel.,AluminiumMagnésium,Manuel Adaptateur secteur Windows 10 Pro 64 bits Norme MIL-STD-810G,9h30,Non,Non,6 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging2 x USB 3.1 Type-C (Gen 2) / Thunderbolt,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"2 052,00 €",HP Performance Advisor HP Remote Graphics Software HP Velocity HP Client Security HP ePrint HP Recovery Manager HP SoftPaq Download Manager HP Support Assistant HP Recevory Disc HP Hotkey Support HP 3D DriveGuard Foxit Phantom PDF,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,256 Go (SSD),Oui,1920 x 1080 pixels,"2 739,00€",Non,02/09/2016,Oui,Oui,Oui,T7W01ET#ABF
product_57c8bd4af8414031608b4568,http://www.comparez-malin.fr/informatique/pc-portable/hp-zbook-studio-g3-t7w04et.html,2 kg,Oui,Non,802.11 b/g/n/ac,HP,4.0,16 Go - DDR4(2133 MHz),-,1.3 MPxHD720p,Non,178°,Non,Non,282 ppp,Non,Non,Non,Non,Internet Explorer,Oui,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6820HK,Oui,Non,Oui,4 x 2.7 à 3.6 GHz,375 x 255 x 18 mm,300 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia Quadro M1000M,64 W/h,Oui,Windows 7 Professionnel,Non,,4 cel.,AluminiumMagnésium,Manuel Adaptateur secteur Windows 10 Pro 64 bits Norme MIL-STD-810G,9h30,Non,Non,8 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging2 x USB 3.1 Type-C (Gen 2) / Thunderbolt,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"2 712,00 €",HP Performance Advisor HP Remote Graphics Software HP Velocity HP Client Security HP ePrint HP Recovery Manager HP SoftPaq Download Manager HP Support Assistant HP Recevory Disc HP Hotkey Support HP 3D DriveGuard Foxit Phantom PDF,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,512 Go (SSD),Oui,3840 x 2160 pixels,"3 429,00€",Non,02/09/2016,Oui,Oui,Oui,T7W04ET#ABF
product_57c8be4cf8414033608b456a,http://www.comparez-malin.fr/informatique/pc-portable/hp-zbook-studio-g3-t7w05ea.html,2 kg,Oui,Non,802.11 b/g/n/ac,HP,4.0,16 Go - DDR4(2133 MHz),-,1.3 MPxHD720p,Non,178°,Non,Non,282 ppp,Non,Non,Non,Non,Internet Explorer,Oui,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Xeon E3-1505M v5,Oui,Non,Oui,4 x 2.8 à 3.7 GHz,375 x 255 x 18 mm,300 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia Quadro M1000M,64 W/h,Oui,Windows 7 Professionnel,Non,,4 cel.,AluminiumMagnésium,Manuel Adaptateur secteur Windows 10 Pro 64 bits Norme MIL-STD-810G,9h30,Non,Non,8 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging2 x USB 3.1 Type-C (Gen 2) / Thunderbolt,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics P530350 - 1050 MHz,"3 318,00 €",HP Performance Advisor HP Remote Graphics Software HP Velocity HP Client Security HP ePrint HP Recovery Manager HP SoftPaq Download Manager HP Support Assistant HP Recevory Disc HP Hotkey Support HP 3D DriveGuard Foxit Phantom PDF,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,512 Go (SSD),Oui,3840 x 2160 pixels,"3 459,00€",Non,02/09/2016,Oui,Oui,Oui,T7W05EA#ABF
product_57c8bf11f8414039608b4568,http://www.comparez-malin.fr/informatique/pc-portable/hp-elitebook-1040-g2-n6q10ea.html,1.51 kg,Oui,Non,802.11 b/g/n/ac,HP,4.0,8 Go - DDR3L(1600 MHz),-,1.3 MPxHD720p,Non,-,Non,Non,157 ppp,Non,Non,Oui,Oui,Internet Explorer,Non,14 nm,Non,Non,Oui,VGA avec adaptateur,Non,Non,Non,LCD - TN,Intel Core i7-5600U,Non,Oui,Oui,2 x 2.6 à 3.2 GHz,338 x 233.5 x 15.9 mm,300 cd/m²,Broadwell 2015 (x86),15 W,-,Non,Non,Non,42 W/h,Oui,Windows 7 Professionnel,Non,,6 cel.,AluminiumMagnésium,Manuel Adaptateur secteur Windows 10 Pro 64 bits Adapateur VGA Adaptateur RJ45,10h20,Non,Oui,4 Mo,Micro  SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDTS,Avec adaptateur 100 / 1000 Mbps,Non,-,-,Oui,Oui,2 x USB 3.0 / Charging,Non,Non,Oui,Non,Non,Intel HD Graphics 5500300 - 950 MHz,,HP BIOSphere avec HP Sure Start HP Wireless Hotspot HP PageLift HP Recovery Manager HP Support Assistant HP ePrint HP SoftPaq Download Manager CyberLink Power DVD CyberLink YouCam BE HP TouchPoint Manager Foxit PhantomPDF Express for HP HP Connection Manager Pilote HP ePrint HP File Sanitizer Logiciel Intel WiDi,"14.0"" (35,56 cm)",Non,Argent,Non,Oui,Non,-,256 Go (SSD),Oui,1920 x 1080 pixels,"2 749,00€",Oui,02/09/2016,Oui,Oui,Oui,N6Q10EA#ABF
product_57c8c47cf8414039608b4569,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-thinkpad-p50s-20fl000dfr.html,2.47 kg,Oui,Non,802.11 b/g/n/ac,Lenovo,4.1,8 Go - DDR3L(1600 MHz),500:1,1.0 MPxHD720p,Non,160°,Non,Non,141 ppp,Non,Non,Oui,Non,Internet Explorer,Oui,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6500U,Oui,Oui,Oui,2 x 2.5 à 3.1 GHz,380.6 x 258.2 x 22.45 mm,250 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia Quadro M2000M,44 W/h,Oui,Windows 7 Professionnel,Non,,3 cel.,PlastiqueFibre de verre,Manuel Chargeur secteur Windows 10 Pro 64 bits Norme MIL-STD-810G 2ème batterie 72 W/h 6 cellules,20h00,Non,Non,4 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréo (1W),100 / 1000 Mbps,Non,-,-,Oui,Oui,3 x USB 3.0 / Charging,HDMI 1.4,Non,Oui,Oui,Non,Intel HD Graphics 520300 - 1050 MHz,"1 749,90 €",Lenovo Solution Center Lenovo SHAREit Lenovo ThinkVantage Product Recovery Lenovo ThinkVantage System Update McAfee LiveSafe (30 jours d'essai) Microsoft Office (30 jorus d'essai),"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,256 Go (SSD),Oui,1920 x 1080 pixels,"1 779,00€",Non,02/09/2016,Oui,Oui,Oui,20FL000DFR
product_57cd4cfef841401c748b4567,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-575g-51z8.html,2.23 kg,Non,Non,802.11 b/g/n/ac,Acer,4.0,4 Go - DDR4(2133 MHz),-,1.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i5-6200U,Non,Non,Oui,2 x 2.3 à 2.8 GHz,381.6 x 259 x 23.9 - 30.2 mm,200 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940MX,-,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Métal,Manuel Chargeur secteur,12h00,Non,Non,3 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoDolby Audio Premium,100 / 1000 Mbps,Non,2800 mAh,-,Oui,Oui,1 x USB 2.02 x USB 3.01 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 520300 - 1000 MHz,,Microsoft Office 2016 (1 mois d'essai) McAfee Internet Security (2 mois d'essai) Applications Acer,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,128 Go (SSD),Non,1366 x 768 pixels,"599,00€",Non,05/09/2016,Oui,Oui,Non,E5-575G-51Z8
product_57cd4e1ff84140a1298b4567,http://www.comparez-malin.fr/informatique/pc-portable/hp-spectre-x360-13-4200nf.html,1.45 kg,Oui,Non,802.11 b/g/n/ac,HP,4.0,8 Go - DDR3L(1600 MHz),-,2.0 MPxHP TrueVision Full HD,Non,178°,Non,Non,221 ppp,Oui,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,10 points,Mini DisplayPort,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6560U,Non,Non,Non,2 x 2.2 à 3.2 GHz,325 x 218 x 16 mm,-,Skylake 2015 (x86),15 W,-,Non,Non,Non,56 W/h,Oui,Windows 10 Famille,Oui,Windows Store,3 cel.,Aluminium,Adaptateur secteur Notice et garantie Housse de protection Adaptateur USB vers Ethernet,12h30,Non,Non,4 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,Non,Non,-,-,Non,Oui,3 x USB 3.0 / Charging,HDMI 1.4,Non,Non,Non,Non,Intel Iris Graphics 540300 - 1050 MHz,"1 775,09 €",HP Connected Photo HP Connected Music HP SimplePass HP Utility Center Gestionnaire de récupération HP McAfee LiveSafe (1 mois d'essai) Netflix Skype,"13.3"" (33,78 cm)",Non,Noir,Non,Oui,Non,-,512 Go (SSD),Non,2560 x 1440 pixels,"1 799,00€",Non,05/09/2016,Oui,Oui,Oui,W9T84EA#ABF
product_57cd4fcdf84140a2298b4567,http://www.comparez-malin.fr/informatique/pc-portable/asus-rog-gl502vy-fy060d.html,2.2 kg,Oui,Non,802.11 b/g/n/ac,Asus,4.1,8 Go - DDR4(2133 MHz),-,1.3 MPx,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Défaut,Non,14 nm,Non,Non,Mini DisplayPort,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,389 x 266 x 23.5 mm,300 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 980M,64 W/h,Oui,FreeDOS 1.1,Non,,4 cel.,Aluminium,Manuel Adaptateur secteur,6h00,Non,Non,6 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,100 / 1000 Mbps,Non,-,-,Oui,Non,3 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2),HDMI 1.4,Non,Oui,Non,Non,Intel HD Graphics 530350 - 1050 MHz,,-,"15.6"" (39,62 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 599,00€",Non,05/09/2016,Oui,Oui,Oui,GL502VY-FY060D
product_57cd51e5f84140a2298b4568,http://www.comparez-malin.fr/informatique/pc-portable/asus-x751sj-ty022t.html,2.8 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,106 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Pentium N3700,Non,Non,Non,4 x 1.6 à 2.4 GHz,415 x 272 x 30.4 - 35.5 mm,200 cd/m²,Braswell 2015 (x86),6 W,-,Non,Non,Nvidia GeForce 920M,37 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Adaptateur secteur,5h00,Non,Non,2 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoSonicMaster Sound,100 / 1000 Mbps,Non,2600 mAh,-,Oui,Oui,2 x USB 2.01 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics (Braswell)400 - 700 MHz,"519,90 €",ASUS Color Enhancement (ASUS Splendid) ASUS Fast Boot ASUS Fancy Start ASUS Live Update 2 ASUS LifeFrame3 ASUS Power4Gear Hybrid-SHE ASUS Smart Logon ASUS Virtual Camera ASUS Winflash ASUS Wireless Console 3 ASUS Screen Saver eManual eDriver Power2Go v6 Trend Micro Titanium 2011 (Version d'essai 30 jours) Nuance PDF,"17.3"" (43,94 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1600 x 900 pixels,"529,00€",Non,05/09/2016,Oui,Oui,Non,X751SJ-TY022T
product_57cefb96f84140a3298b4568,http://www.comparez-malin.fr/informatique/pc-portable/asus-r753ub-ty128t.html,2.69 kg,Non,Non,802.11 b/g/n,Asus,4.0,8 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,106 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,Intel Core i7-6500U,Non,Non,Non,2 x 2.5 à 3.1 GHz,415 x 274 x 37.5 mm,220 cd/m²,Skylake 2015 (x86),15 W,-,Non,Non,Nvidia GeForce 940M,38 W/h,Oui,Windows 10 Famille,Non,Windows Store,2 cel.,Aluminium,Manuel Adaptateur secteur,4h00,Non,Non,4 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,100 / 1000 Mbps,Non,-,-,Oui,Oui,2 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 520300 - 1050 MHz,,Microsoft Office 365 (1 mois d'essai) McAfee Internet Security 2012,"17.3"" (43,94 cm)",Non,Gris,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1600 x 900 pixels,"849,00€",Non,06/09/2016,Oui,Oui,Non,R753UB-TY128T
product_57cefcccf84140a1298b4568,http://www.comparez-malin.fr/informatique/pc-portable/acer-aspire-e5-722-239m.html,3 kg,Non,Non,802.11 b/g/n/ac,Acer,4.0  (HS),4 Go - DDR3L(1600 MHz),540:1,1.3 MPxAcer Crystal Eye HD,Non,-,Non,Non,106 ppp,Non,Non,Non,Non,Microsoft Edge,Non,28 nm,Non,Non,Non,Oui,Non,Non,Non,LCD - TN,AMD E2-7110,Non,Non,Non,4 x 1.8 GHz,423 x 282 x 27.5 - 31.7 mm,285 cd/m²,Carrizo-L 2015 (x86),15 W,-,Non,Non,Non,37 W/h,Oui,Windows 10 Famille,Non,Windows Store,4 cel.,Plastique,Manuel Chargeur secteur,4h30,Non,Non,2 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoDolby Home Theater v4,100 / 1000 Mbps,Non,2520 mAh,-,Oui,Oui,2 x USB 2.02 x USB 3.0 / Charging,HDMI 1.4,Non,Non,Non,Oui,AMD Radeon R2 (Beema),,Acer Explorer Acer Power Management Acer Update Acer Identity Card Acer Recovery Management Acer Cloud Acer Games Acer ScreenGrasp Acer Scrapboard McAfee Internet Security (60 jours d'essai) Microsoft office 2016 (30 jours d'essai),"17.3"" (43,94 cm)",Non,BlancNoir,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1600 x 900 pixels,"399,00€",Non,06/09/2016,Oui,Oui,Non,E5-722-239M
product_57cefeaef84140a2298b4569,http://www.comparez-malin.fr/informatique/pc-portable/lenovo-yoga-900-13isk2.html,1.29 kg,Non,Non,802.11 b/g/n/ac,Lenovo,4.1,8 Go - LPDDR3(1600 MHz),383:1,1.0 MPx,Non,178°,Non,Non,276 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6560U,Non,Non,Non,2 x 2.2 à 3.2 GHz,225 x 324 x 14.9 mm,300 cd/m²,Skylake 2015 (x86),15 W,2.68,Non,Non,Non,66 W/h,Oui,Windows 10 Famille,Oui,Windows Store,4 cel.,AluminiumMagnésium,Manuel Chargeur secteur,9h00,Non,Non,4 Mo,SD / SDHC / SDXC / MMC,Non,Oui,Non,Non,Haut-parleurs stéréo (1.5W)Dolby Audio PremiumJBL,Non,Non,-,-,Non,Oui,1 x USB 2.02 x USB 3.01 x USB 3.1 Type-C,Non,Non,Non,Non,Non,Intel Iris Graphics 540300 - 1050 MHz,"1 399,99 €",Lenovo OneKey Recovery Lenovo Photo Master Lenovo SHAREit Lenovo REACHit Lenovo WRITEit McAfee LiveSafe (version d'essai),"13.3"" (33,78 cm)",Non,NoirOrange,Non,Oui,Non,-,512 Go (SSD),Non,3200 x 1800 pixels,"1 699,00€",Non,06/09/2016,Oui,Oui,Oui,900-13ISK2
product_57cf001bf84140a3298b4569,http://www.comparez-malin.fr/informatique/pc-portable/hp-omen-15-ax016nf.html,2.2 kg,Oui,Non,802.11 b/g/n/ac,HP,4.2,8 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,382 x 253 x 24.5 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 960M,61.5 W/h,Oui,Windows 10 Famille,Oui,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,10h30,Non,Non,6 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen,100 / 1000 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,"749,99 €",HP Utility Center HP CoolSense HP Lounge McAfee LiveSafe CyberLink PowerDirector Netflix Unigine Valley Benchmark,"15.6"" (39,62 cm)",Non,NoirRouge,Oui,Oui,Non,-,1000 Go (7200 tr/min),Non,1920 x 1080 pixels,"1 199,00€",Non,06/09/2016,Oui,Oui,Oui,Y0C30EA#ABF
product_57cf01c4f84140a2298b456a,http://www.comparez-malin.fr/informatique/pc-portable/acer-predator-17-g9-793-52ga.html,4.2 kg,Non,Non,802.11 b/g/n/ac,Acer,4.1,16 Go - DDR4(2133 MHz),-,1.3 MPx,Non,178°,Non,Non,127 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,Non,Oui,Non,Non,Non,Non,LCD - IPS,Intel Core i5-6300HQ,Non,Non,Oui,4 x 2.3 à 3.2 GHz,423 x 321.5 x 39.7 mm,360 cd/m²,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 1060,88 W/h,Oui,Windows 10 Famille,Non,Windows Store,8 cel.,Plastique,Manuel Chargeur secteur,7h00,Non,Non,6 Mo,SD / SDHC,Non,Non,Non,Non,Haut-parleurs x 4 (12W)Dolby Audio Premium,100 / 1000 Mbps,Non,6000 mAh,-,Oui,Oui,4 x USB 3.0 / Charging1 x USB 3.1 Type-C (Gen 2) / Thunderbolt,HDMI 1.4,Non,Non,Non,Oui,Intel HD Graphics 530350 - 950 MHz,"1 599,90 €",Acer Cloud Acer Backup Manager Acer ePower Management Acer Recovery Management Microsoft Office 365 (1 mois d'essai) McAfee Internet Security (1 mois d'essai),"17.3"" (43,94 cm)",Non,Noir,Oui,Oui,Non,-,1000 Go (7200 tr/min)128 Go (SSD),Non,1920 x 1080 pixels,"1 699,00€",Non,18/10/2016,Oui,Oui,Oui,G9-793-52GA
product_57cf04f4f84140a3298b456a,http://www.comparez-malin.fr/informatique/pc-portable/asus-transformer-book-flip-tp201sa-fv0010t.html,1.39 kg,Non,Non,802.11 b/g/n/ac,Asus,4.1,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,178°,Non,Non,135 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Non,Non,Non,Non,LCD - IPS,Intel Celeron N3060,Non,Non,Non,2 x 1.6 à 2.48 GHz,297 x 201.3 x 21.95 - 22 mm,200 cd/m²,Braswell 2016 (x86),6 W,-,Non,Non,Non,48 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,11h00,Non,Non,2 Mo,Micro  SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,Non,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 400320 - 600 MHz,"399,00 €",-,"11.6"" (29,46 cm)",Non,Gris champagne,Non,Oui,Non,-,500 Go (5400 tr/min),Non,1366 x 768 pixels,"449,00€",Non,06/09/2016,Oui,Oui,Non,TP201SA-FV0010T
product_57d14962f84140a3298b456b,http://www.comparez-malin.fr/informatique/pc-portable/hp-pavilion-15-bc011nf.html,2.2 kg,Oui,Non,802.11 b/g/n/ac,HP,4.2,6 Go - DDR4(2133 MHz),-,1.3 MPxHP Wide Vision HD,Non,178°,Non,Non,141 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Oui,Non,Non,Non,Non,Non,Non,LCD - IPS,Intel Core i7-6700HQ,Non,Non,Oui,4 x 2.6 à 3.5 GHz,382 x 253 x 24.5 mm,-,Skylake 2015 (x86),45 W,-,Non,Non,Nvidia GeForce GTX 950M,61.5 W/h,Oui,Windows 10 Famille,Oui,Windows Store,3 cel.,Plastique,Manuel Adaptateur secteur,11h00,Non,Non,6 Mo,SD / SDHC / SDXC / MMC,Non,Non,Non,Non,Haut-parleurs stéréoBang & Olufsen Play,100 / 1000 Mbps,Non,-,-,Oui,Oui,1 x USB 2.02 x USB 3.0,HDMI 1.4,Non,Non,Non,Non,Intel HD Graphics 530350 - 1050 MHz,,HP CoolSense HP Lounge HP 3D DriveGuard CyberLink PowerDirector McAfee LiveSave (30 jours d'essai) Microsoft Office 365 (30 jours d'essai) Netflix Dropbox,"15.6"" (39,62 cm)",Non,Argent,Oui,Oui,Non,-,1000 Go (7200 tr/min),Non,1920 x 1080 pixels,"999,00€",Non,08/09/2016,Oui,Oui,Oui,Y0V12EA#ABF
product_57d14a88f84140a1298b4569,http://www.comparez-malin.fr/informatique/pc-portable/asus-x541sa-gk054t.html,2 kg,Non,Non,802.11 b/g/n,Asus,4.0,4 Go - DDR3L(1600 MHz),-,0.3 MPx,Non,-,Non,Non,100 ppp,Non,Non,Non,Non,Microsoft Edge,Non,14 nm,Non,10 points,Non,Oui,Non,Non,Non,LCD - TN,Intel Pentium N3710,Non,Non,Non,4 x 1.6 à 2.56 GHz,381 x 252 x 27.2 mm,200 cd/m²,Braswell 2016 (x86),6 W,-,Non,Non,Non,33 W/h,Oui,Windows 10 Famille,Non,Windows Store,3 cel.,Plastique,Adaptateur secteur Notice et garantie,4h00,Non,Non,2 Mo,SD / SDHC / SDXC,Non,Non,Non,Non,Haut-parleurs stéréo (2W)SonicMaster Sound,10 / 100 Mbps,Non,-,-,Oui,Oui,1 x USB 2.01 x USB 3.01 x USB 3.1 Type-C (Gen 1),HDMI 1.4,Non,Non,Oui,Oui,Intel HD Graphics 405400 - 700 MHz,,ASUS AI Recovery ASUS Live Update Super Note World Clock Skype Fresh Paint Windows Essential 2012 Adobe Reader Office Transit eManual Instant On,"15.6"" (39,62 cm)",Non,Marron,Oui,Oui,Non,-,1000 Go (5400 tr/min),Non,1366 x 768 pixels,"499,00€",Non,08/09/2016,Oui,Oui,Non,X541SA-GK054T
